0,0,0,7.165623,0,0,0,3.889992,0,0,0,0,0,0,0,0,4.066703,0,0,6.667171,0,0,0,0,0,0,0,0,0,0,5.553064,0,0,0,0,0,0,7.091929,0,0,0,8.156307,0,0,10.15569,10.6143,0,0,5.63458,8.12625,0,13.75259,15.90063,6.837745,10.09955,6.683955,7.621984,2.762485,6.52025,9.936169,5.447639,4.926121,5.999309,10.042,16.08313,8.613475,5.669713,5.504852,13.43138,16.7944,8.096022,11.41538,7.685138,9.726418,6.013345,10.12733,13.33964,23.41074,12.63045,0,
0,0,0,2.427623,0,5.762689,0,0,3.908099,2.750109,5.005803,0,6.759758,0,2.179538,0,0,0,6.588026,2.318279,0,0,4.503706,4.315822,0,5.370399,0,0,3.660431,0,0,0,0,0,6.452302,0,0,0,0,0,0,0,10.60351,2.741834,0,0,7.302718,0,12.38634,7.079786,6.739352,17.11496,14.40484,0,0,15.01572,9.775969,20.6806,5.645062,10.00355,6.360402,12.56235,0,14.86725,9.190112,3.492544,4.951917,0,0,8.197971,4.558918,6.452028,9.750691,4.750685,16.6588,19.8362,12.63009,5.802738,7.787382,9.99764,
3.801872,0,0,0,0,6.221669,0,0,0,0,0,0,0,0,7.445977,5.445709,0,7.938321,0,4.907482,7.202133,0,0,4.012811,0,0,0,0,4.399057,8.126003,6.945153,0,0,0,0,1.601278,0,0,0,6.116346,4.809055,0,7.923223,0,3.593468,6.566754,3.336466,6.773516,4.670261,0,7.609003,17.4128,9.900288,13.3162,0,9.858289,5.815637,19.28148,17.54812,8.972282,9.586407,0,8.762245,14.18888,6.146706,12.92839,0,8.463468,9.996806,15.60179,8.591425,17.9176,0,18.1161,11.48759,9.529787,21.91889,22.98164,13.52274,10.9316,
0,0,0,6.803205,0,5.266814,4.470901,0,6.995417,0,0,4.468749,4.445508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.907918,0,4.596611,7.337445,0,5.938353,2.111568,0,0,0,8.134198,0,0,4.822918,10.28363,7.441048,7.546469,8.086696,9.620002,7.598873,7.553983,18.21412,0,6.528758,8.609369,3.566476,0,0,16.36391,7.760254,0,4.720426,6.05028,3.306712,12.74703,6.580707,11.22056,0,12.69468,18.53995,0,9.952171,10.40873,19.38209,12.4837,6.257946,5.466388,0,17.73577,0,22.22702,12.24392,18.50673,
0,0,0,9.097382,0,6.446066,0,0,3.484357,0,0,5.048523,0,3.81672,0,6.628275,4.629718,0,8.379743,0,0,0,4.953406,0,0,2.711323,6.008728,0,7.018229,0,4.858047,0,0,5.36439,11.48699,0,0,10.80618,0,10.71434,3.72103,0,0,4.786561,4.340964,0,10.58319,5.437819,17.5875,23.86779,13.75643,7.395051,11.55289,7.383708,0,0,23.03746,14.23912,8.731532,9.663992,5.451451,5.018236,9.062845,30.11254,0,13.37263,15.04665,22.67785,5.638123,18.65177,11.29476,14.72482,5.983843,9.061793,22.91927,21.00683,0,0,19.11361,14.68546,
0,0,4.985334,2.928735,2.455091,0,4.693379,5.833339,0,0,0,3.866731,5.758712,2.95601,4.494601,4.831471,11.31586,0,0,10.35168,5.128112,7.474434,0,4.720177,8.02399,0,6.693445,0,6.239839,0,4.653112,6.167354,2.797159,0,0,0,9.721099,8.50168,10.12341,7.927113,11.9429,9.627761,11.49012,0,0,8.990385,12.9618,12.63149,0,14.99998,13.75829,5.360458,0,4.37358,12.23166,17.41419,12.58835,0,8.93914,7.487277,12.14344,10.56607,11.97196,8.647911,3.455657,0,11.9582,10.60073,9.119892,6.259187,8.899331,10.51624,10.71719,14.40478,27.88718,11.9064,6.6212,14.5241,19.99707,19.4833,
8.309336,4.254331,2.710814,0,6.665204,0,0,0,0,6.310406,0,0,2.852205,6.939583,9.593323,0,5.46376,10.64541,0,8.8305,0,6.572256,0,0,0,0,0,0,6.311335,3.189039,4.257927,13.19149,6.454065,5.394594,5.1608,11.97532,0,0,0,7.839622,14.62704,0,12.5907,12.79684,14.48191,7.319418,18.19744,14.68091,0,10.87251,19.60851,9.716204,13.64273,10.80313,17.54486,7.649049,14.19581,14.36101,13.0252,10.05681,0,0,8.787292,19.7826,24.08447,8.589695,11.3944,19.4387,10.42908,7.352713,12.68477,10.43358,16.76036,11.27218,6.53115,10.81119,10.03928,12.43458,9.296162,19.51228,
0,11.03218,0,0,7.719012,0,0,6.994861,0,6.157246,0,0,0,0,6.462835,2.324232,0,16.13604,0,0,7.476651,5.139257,0,0,0,6.472909,0,0,0,5.54851,16.2921,7.352005,7.242136,4.164808,10.25332,0,0,11.4717,0,8.833697,0,6.014698,15.10063,11.21563,11.05009,7.429476,11.99287,6.70869,4.062271,6.672995,14.10409,8.342383,12.33174,6.70964,14.75441,15.67026,7.833525,0,14.99811,15.01906,16.55754,12.91596,16.09853,5.633837,13.81629,12.70864,5.283857,10.21162,14.57799,6.672198,18.65244,8.825182,6.854669,4.721863,16.56347,14.04247,11.17686,16.48354,0,10.6003,
0,9.886886,0,3.759002,7.493838,0,2.918638,4.223964,0,2.334099,5.029535,8.042468,4.323725,0,5.322227,0,0,4.179659,5.082052,5.278705,0,0,10.41539,0,0,14.85895,6.403555,4.235882,8.511358,8.160375,0,3.800617,5.27661,8.912104,8.812028,0,8.531962,9.465252,9.65892,16.12857,8.625278,13.76491,9.347198,18.15268,15.25707,9.543527,8.987714,11.47106,10.2736,16.67436,24.32796,25.98312,24.45927,27.9805,19.90014,19.87946,14.7488,36.68317,13.64173,7.987464,15.44701,19.0304,14.77477,15.34239,19.72166,0,11.41983,10.27751,14.35094,13.92955,20.93613,17.61923,21.24286,24.47313,15.82093,26.37438,25.38055,4.716741,9.009164,21.5344,
5.633111,2.77648,0,0,5.27708,4.033531,0,7.42503,7.483912,0,0,8.930364,4.383476,4.937362,3.201328,0,0,8.17218,0,6.922112,14.20639,6.876005,0,0,10.74544,7.853997,8.235457,0,0,9.053533,0,0,6.031877,11.5268,18.48029,17.70219,12.35123,19.92014,0,14.05654,7.606915,20.58096,8.041468,23.67359,0,15.47256,11.04894,12.53813,11.81916,31.09769,13.48556,19.0765,16.64719,29.94679,23.9941,33.40916,10.77598,23.10739,8.367513,32.24546,9.776568,8.550579,22.27781,7.903996,29.3375,19.41642,12.42278,19.06468,17.5721,7.632298,26.90942,16.08259,10.46629,20.22576,8.243055,18.93054,13.35657,9.752549,20.1996,8.305602,
0,6.43254,0,4.975006,4.328609,4.031678,13.44654,8.511179,2.610651,6.351238,0,5.902152,9.807106,8.00006,0,8.798974,11.48557,15.23029,0,8.451661,5.024939,0,8.805137,0,11.55217,8.291962,5.768651,11.97862,10.51161,10.01366,5.565641,0,13.55795,16.64064,8.89819,6.588944,7.699598,10.38736,10.17463,0,12.46424,6.499563,18.56696,14.57638,23.27469,15.74285,6.01026,0,16.50576,18.78489,29.32812,13.86603,15.05813,43.60486,28.18602,15.71468,17.167,16.77265,24.53686,11.90619,22.53664,15.68696,25.38309,26.25315,21.16714,36.32382,16.44791,34.35101,25.00077,19.77247,24.44378,16.61916,10.03498,22.95815,26.2522,23.50431,11.08959,6.544789,25.09155,17.48814,
