0,0,0,0,0,0,9.732382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02915,0,21.57181,0,0,0,0,16.93325,0,0,0,0,0,0,0,0,0,0,0,0,21.63527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,16.95216,0,0,15.90312,0,8.908404,0,0,0,0,0,0,0,24.29489,0,0,0,0,0,0,0,0,0,0,18.58407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4692,0,0,0,0,0,0,0,0,0,0,0,0,22.79987,0,0,
0,26.61485,0,0,0,0,0,0,0,9.889927,27.83307,0,0,0,0,0,0,0,0,0,25.89622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3755,0,0,0,0,0,20.3905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.92229,0,20.86538,0,0,0,0,
18.18625,0,0,0,0,0,0,0,0,0,0,0,24.23391,0,0,0,0,0,0,0,0,0,0,22.40174,0,18.16283,0,0,21.85552,0,0,0,0,0,0,0,0,0,0,22.97473,0,0,10.87854,0,0,0,0,0,0,16.79321,13.10051,0,0,0,0,0,0,0,0,0,0,14.81306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,17.19221,0,16.59057,0,0,0,0,0,0,0,0,0,16.34808,0,0,0,0,0,0,0,0,22.33882,9.173421,10.85814,0,0,0,27.60418,0,0,0,0,0,0,0,0,0,0,0,0,0,11.90176,0,26.35827,0,14.24285,0,0,0,0,0,0,13.66641,0,0,0,0,0,0,0,0,0,0,22.14358,0,0,0,0,0,0,0,0,0,0,0,0,22.6017,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.50398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9592,0,0,0,0,0,0,0,0,0,17.28474,0,0,0,16.6981,0,0,30.09379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.17434,0,0,0,0,0,0,0,0,0,0,25.24662,0,0,0,0,0,17.21527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.08526,0,18.94148,0,0,24.79782,11.45373,0,0,0,21.13145,33.25866,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.92456,0,16.12661,16.80829,0,0,0,0,10.9291,0,0,0,0,0,0,0,16.51546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.12214,15.85881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.85332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.50798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,29.04299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.933887,0,0,0,0,0,0,16.01093,0,30.55227,0,0,0,0,0,0,22.57218,0,0,0,0,0,0,0,0,0,40.30289,0,19.35774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.53087,19.6159,0,0,0,0,0,0,0,0,0,0,0,16.88373,0,0,0,0,0,0,0,0,0,0,21.61893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,25.50536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.54657,0,0,0,0,0,0,0,0,0,28.27892,0,0,0,0,0,0,0,11.61401,19.94903,0,0,0,0,0,12.96308,0,0,0,0,0,0,0,0,0,29.76496,0,0,0,0,0,0,0,0,
0,0,39.7542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.19206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.57652,0,0,0,0,0,0,0,0,0,0,0,0,0,18.12928,0,17.29586,0,0,0,22.74359,0,0,0,0,23.91613,0,0,0,16.61627,0,0,0,0,0,0,0,0,
0,0,0,11.44315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.22669,0,0,0,26.37918,43.71035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,18.98195,0,0,0,0,0,0,0,0,0,0,0,0,23.24386,0,0,0,0,0,0,0,0,0,0,0,0,0,26.95997,0,0,0,0,0,0,0,0,0,0,0,20.04464,0,0,0,0,30.38946,25.52598,0,0,0,0,0,0,11.40055,0,0,9.609074,0,0,18.13307,0,0,0,0,0,0,0,0,0,0,0,0,33.83437,18.09607,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.92734,0,0,0,0,0,10.69843,0,0,0,0,0,9.75147,0,0,9.814239,0,0,23.33279,0,10.33925,0,0,0,0,0,0,0,0,0,0,19.24143,24.36392,0,0,24.11479,0,0,0,0,14.95319,11.80481,31.54132,27.06717,0,19.59785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,20.08736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3204,0,21.52578,0,0,0,11.15905,0,0,19.07264,29.24762,14.67883,0,0,0,0,0,0,21.76848,0,28.1688,27.41243,0,0,23.94427,37.34357,0,23.66003,0,0,32.8492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.01819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8591,0,0,0,37.94307,21.76543,0,0,10.43116,34.58437,0,37.7926,0,7.322715,0,0,0,10.93962,0,0,26.70873,11.58536,34.65987,30.80463,0,13.07216,0,18.52925,0,0,0,35.45424,0,30.01068,0,18.6567,0,33.95418,0,12.76814,0,12.0788,0,
